date_start,date_stop,view_content,Add_to_cart,initiate_checkout,purchase,conversion_value
2024-07-28,2024-07-28,239,31,29,3,1996
2024-07-28,2024-07-28,2,0,0,0,0
2024-07-29,2024-07-29,77,8,8,1,449
2024-07-29,2024-07-29,0,0,0,0,0
2024-07-29,2024-07-29,20,2,2,0,0
2024-07-29,2024-07-29,36,4,4,1,648
2024-07-29,2024-07-29,15,3,2,1,449
2024-07-29,2024-07-29,2,0,0,0,0
2024-07-29,2024-07-29,1,0,0,0,0
2024-07-29,2024-07-29,180,22,21,2,898
2024-07-30,2024-07-30,91,8,8,2,1148
2024-07-30,2024-07-30,1,0,0,0,0
2024-07-30,2024-07-30,16,0,0,0,0
2024-07-30,2024-07-30,40,8,7,3,1996
2024-07-30,2024-07-30,13,0,0,0,0
2024-07-30,2024-07-30,3,1,1,0,0
2024-07-30,2024-07-30,3,2,2,0,0
2024-07-30,2024-07-30,183,22,20,4,2245
2024-07-30,2024-07-30,0,0,0,0,0
2024-07-31,2024-07-31,84,9,9,2,1296
2024-07-31,2024-07-31,2,0,0,0,0
2024-07-31,2024-07-31,16,2,2,0,0
2024-07-31,2024-07-31,35,2,2,0,0
2024-07-31,2024-07-31,16,2,2,1,449
2024-07-31,2024-07-31,14,1,1,1,898
2024-07-31,2024-07-31,3,1,1,0,0
2024-07-31,2024-07-31,170,18,15,2,1148
2024-07-31,2024-07-31,1,0,0,0,0
2024-08-01,2024-08-01,53,1,1,0,0
2024-08-01,2024-08-01,5,0,0,0,0
2024-08-01,2024-08-01,26,5,5,0,0
2024-08-01,2024-08-01,62,6,6,1,898
2024-08-01,2024-08-01,17,1,1,0,0
2024-08-01,2024-08-01,4,0,0,0,0
2024-08-01,2024-08-01,3,0,0,0,0
2024-08-01,2024-08-01,209,20,19,6,3592
2024-08-01,2024-08-01,1,0,0,0,0
2024-08-02,2024-08-02,42,4,4,0,0
2024-08-02,2024-08-02,9,0,0,0,0
2024-08-02,2024-08-02,17,1,1,0,0
2024-08-02,2024-08-02,53,4,3,2,1097
2024-08-02,2024-08-02,16,1,1,1,699
2024-08-02,2024-08-02,4,1,1,0,0
2024-08-02,2024-08-02,0,0,0,1,449
2024-08-02,2024-08-02,210,22,21,5,3144
2024-08-02,2024-08-02,2,0,0,0,0
2024-08-03,2024-08-03,48,8,9,1,648
2024-08-03,2024-08-03,4,0,0,0,0
2024-08-03,2024-08-03,18,2,2,1,699
2024-08-03,2024-08-03,44,6,6,2,898
2024-08-03,2024-08-03,19,2,2,0,0
2024-08-03,2024-08-03,10,6,5,1,809.1
2024-08-03,2024-08-03,0,0,0,0,0
2024-08-03,2024-08-03,155,19,17,4,1995
2024-08-03,2024-08-03,1,0,0,0,0
2024-08-04,2024-08-04,52,6,5,0,0
2024-08-04,2024-08-04,0,0,0,0,0
2024-08-04,2024-08-04,18,3,3,0,0
2024-08-04,2024-08-04,58,8,7,2,1097
2024-08-04,2024-08-04,33,0,0,0,0
2024-08-04,2024-08-04,3,0,0,0,0
2024-08-04,2024-08-04,1,0,0,0,0
2024-08-04,2024-08-04,170,23,23,4,2296
2024-08-04,2024-08-04,2,0,0,0,0
2024-08-05,2024-08-05,58,10,9,5,2450.1
2024-08-05,2024-08-05,0,0,0,0,0
2024-08-05,2024-08-05,7,0,0,0,0
2024-08-05,2024-08-05,66,5,4,2,898
2024-08-05,2024-08-05,32,3,3,0,0
2024-08-05,2024-08-05,2,0,0,0,0
2024-08-05,2024-08-05,1,2,1,1,449
2024-08-05,2024-08-05,200,23,21,2,898
2024-08-05,2024-08-05,1,0,0,0,0
2024-08-06,2024-08-06,66,8,7,3,1996
2024-08-06,2024-08-06,2,0,0,0,0
2024-08-06,2024-08-06,14,2,2,0,0
2024-08-06,2024-08-06,56,5,4,2,898
2024-08-06,2024-08-06,28,1,1,0,0
2024-08-06,2024-08-06,7,3,3,0,0
2024-08-06,2024-08-06,0,0,0,0,0
2024-08-06,2024-08-06,189,22,22,6,3541
2024-08-06,2024-08-06,1,0,0,0,0
2024-08-07,2024-08-07,92,9,9,2,898
2024-08-07,2024-08-07,0,0,0,0,0
2024-08-07,2024-08-07,23,1,1,1,449
2024-08-07,2024-08-07,49,6,6,1,449
2024-08-07,2024-08-07,12,2,2,1,699
2024-08-07,2024-08-07,10,1,3,1,404.1
2024-08-07,2024-08-07,193,16,17,4,2245
2024-08-07,2024-08-07,1,0,0,0,0
2024-08-08,2024-08-08,64,5,4,1,449
2024-08-08,2024-08-08,0,0,0,0,0
2024-08-08,2024-08-08,18,0,0,0,0
2024-08-08,2024-08-08,55,9,8,2,1148
2024-08-08,2024-08-08,9,0,0,0,0
2024-08-08,2024-08-08,4,0,0,0,0
2024-08-08,2024-08-08,1,1,1,0,0
2024-08-08,2024-08-08,168,23,23,3,1597
2024-08-09,2024-08-09,80,13,13,3,2195
2024-08-09,2024-08-09,1,1,1,0,0
2024-08-09,2024-08-09,15,0,0,0,0
2024-08-09,2024-08-09,45,9,8,2,747
2024-08-09,2024-08-09,20,0,0,0,0
2024-08-09,2024-08-09,4,1,1,0,0
2024-08-09,2024-08-09,0,0,0,0,0
2024-08-09,2024-08-09,174,15,15,1,449
2024-08-09,2024-08-09,2,0,0,0,0
2024-08-10,2024-08-10,78,9,6,2,1097
2024-08-10,2024-08-10,1,0,0,0,0
2024-08-10,2024-08-10,10,2,2,0,0
2024-08-10,2024-08-10,29,7,4,0,0
2024-08-10,2024-08-10,14,1,1,0,0
2024-08-10,2024-08-10,3,2,2,0,0
2024-08-10,2024-08-10,155,15,12,1,899
2024-08-10,2024-08-10,2,0,0,0,0
2024-08-11,2024-08-11,117,12,10,4,2245
2024-08-11,2024-08-11,0,0,0,0,0
2024-08-11,2024-08-11,21,2,2,1,449
2024-08-11,2024-08-11,45,5,4,2,898
2024-08-11,2024-08-11,10,0,0,0,0
2024-08-11,2024-08-11,1,0,0,0,0
2024-08-11,2024-08-11,194,13,12,4,2944
2024-08-11,2024-08-11,3,3,2,1,898
2024-08-12,2024-08-12,86,0,0,0,0
2024-08-12,2024-08-12,1,0,0,0,0
2024-08-12,2024-08-12,13,0,0,0,0
2024-08-12,2024-08-12,38,0,0,0,0
2024-08-12,2024-08-12,10,0,0,0,0
2024-08-12,2024-08-12,3,3,3,0,0
2024-08-12,2024-08-12,2,0,0,0,0
2024-08-12,2024-08-12,170,19,18,3,1546
2024-08-12,2024-08-12,5,1,1,1,648
2024-08-13,2024-08-13,65,0,0,0,0
2024-08-13,2024-08-13,3,0,0,0,0
2024-08-13,2024-08-13,10,0,0,0,0
2024-08-13,2024-08-13,42,1,1,1,629.1
2024-08-13,2024-08-13,11,0,0,0,0
2024-08-13,2024-08-13,2,0,0,0,0
2024-08-13,2024-08-13,4,0,0,0,0
2024-08-13,2024-08-13,164,24,23,7,3907.2
2024-08-14,2024-08-14,57,3,1,0,0
2024-08-14,2024-08-14,0,0,0,0,0
2024-08-14,2024-08-14,11,0,0,0,0
2024-08-14,2024-08-14,60,3,3,1,248
2024-08-14,2024-08-14,23,4,1,0,0
2024-08-14,2024-08-14,5,1,1,0,0
2024-08-14,2024-08-14,4,1,1,1,648
2024-08-14,2024-08-14,149,18,17,3,1847
2024-08-14,2024-08-14,6,1,1,1,449
2024-08-15,2024-08-15,41,1,1,0,0
2024-08-15,2024-08-15,0,0,0,0,0
2024-08-15,2024-08-15,15,0,1,0,0
2024-08-15,2024-08-15,30,0,0,0,0
2024-08-15,2024-08-15,11,2,1,0,0
2024-08-15,2024-08-15,2,0,0,0,0
2024-08-15,2024-08-15,1,0,0,0,0
2024-08-15,2024-08-15,138,21,19,5,2245
2024-08-15,2024-08-15,1,1,1,1,449
